n,beta,gamma,Re_zeta_prime,Im_zeta_prime,abs_zeta_prime
51,0.5,146.0009824867655,2.401977263078173,-2.186227667978945,3.2479356811028706
52,0.5,147.42276534255961,2.7796446436250726,0.4584418527701476,2.8171959955254944
53,0.5,150.05352042078488,1.0604974033613042,-1.224858056381305,1.6201641894629866
54,0.5,150.92525761224147,0.9834288732296183,1.2394669246822574,1.582216990833738
55,0.5,153.0246938111989,3.2514085501221652,2.7244545216240135,4.241970061210363
56,0.5,156.11290929423788,1.3866849461124573,-2.767797311788619,3.095738538526666
57,0.5,157.59759181759406,1.63553326262457,-0.602936056713069,1.7431296399396334
58,0.5,158.8499881714205,1.5359636225512479,1.4840390681846638,2.135779999367715
59,0.5,161.18896413759603,3.5632706887938443,0.4429998709420403,3.590702840290745
60,0.5,163.030709687182,3.9630632841819633,1.105716199198047,4.114423277641729
61,0.5,165.5370691879004,2.6471280288417987,-2.124624941488847,3.3943066954941408
62,0.5,167.1844399781745,2.38949604476516,-0.5679640355568394,2.4560689106037628
63,0.5,169.09451541556882,1.495312369355444,-0.3515244454283457,1.5360756874845387
64,0.5,169.9119764794117,0.013574582174888383,1.9788909099479073,1.9789374681266914
65,0.5,173.41153651959155,1.6368102053052165,-3.0783308149179223,3.486440628243158
66,0.5,174.75419152336573,2.320826210968511,-0.3993856967548778,2.354940176796607
67,0.5,176.44143429771043,2.6242960878990695,0.4279516222289012,2.6589608022554057
68,0.5,178.37740777609997,2.8137481429794193,0.1961780818631038,2.820578744145183
69,0.5,179.916484020257,2.826904295049598,2.0741486790753343,3.5062060173754506
70,0.5,182.20707848436646,4.996640431184198,-0.37394162169238143,5.010613528798498
71,0.5,184.8744678483875,0.20418884303568097,-1.4803208726149486,1.4943369665238604
72,0.5,185.59878367770747,1.0924443701324744,0.5720934270680974,1.2331770315444004
73,0.5,187.22892258350186,1.8483085975551696,2.15060319402119,2.835725439800282
74,0.5,189.41615865601693,4.8449444848864704,1.4133629123070575,5.046888326832378
75,0.5,192.0266563607138,1.427566757272256,-2.3733999688030156,2.7696523713966306
76,0.5,193.0797266038457,2.2765151982773593,0.7298453605144526,2.3906475478941425
77,0.5,195.26539667952923,2.724906093822419,-0.8355449692937184,2.850131333090213
78,0.5,196.87648184095832,2.1753244632695656,0.15802261220259503,2.181056548204644
79,0.5,198.01530967625192,0.9927440636259786,2.9978032280082934,3.1579051552764477
80,0.5,201.2647519437038,1.1410955424282858,-3.1843398957234066,3.3826202282321702
81,0.5,202.49359451414054,2.1807129078074152,-0.4808439320048666,2.2330964316893644
82,0.5,204.18967180310455,2.075724361787196,-0.04997022140009535,2.076325756990852
83,0.5,205.3946972021633,1.4696308796658093,2.3836516038619617,2.8002874657900754
84,0.5,207.90625888780622,4.401487348223397,-1.0154183743043044,4.517097004874417
85,0.5,209.57650971685626,4.117747968166422,-0.044323708956226844,4.117986512910689
86,0.5,211.6908625953653,2.7650702934750817,-1.8203991860808089,3.3105085598049806
87,0.5,213.34791935971268,1.9530114983155626,-0.7306828845067247,2.085222144104524
88,0.5,214.54704478349143,1.7339203455869399,1.3692398002944022,2.2093658356077173
89,0.5,216.1695385082637,2.5939234662269657,3.5720401957656445,4.4145113103047295
90,0.5,219.0675963490214,2.045806042338985,-3.585491621638519,4.128083396893857
91,0.5,220.714918839314,0.986240892781184,-1.098120186728983,1.4759874806703217
92,0.5,221.43070555469333,0.835973373544059,1.3865970025670955,1.619105533559406
93,0.5,224.00700025460432,2.410755397529806,-1.0948488804371843,2.6477227305202575
94,0.5,224.9833246695823,1.6328783569379592,2.380835834191616,2.8869830269551806
95,0.5,227.4214442796793,4.9756113269872975,-1.309407711083143,5.1450225102606
96,0.5,229.33741330552536,3.1527012698511943,-1.9673670569672155,3.7161886972759035
97,0.5,231.25018870049917,0.9641390332349599,-1.121516181280386,1.4789735022240873
98,0.5,231.98723525318024,0.8514717094478447,1.1945615803370169,1.466963340103394
99,0.5,233.6934041789083,2.2916868512159607,3.6600915725466643,4.3183444679023975
100,0.5,236.5242296658162,2.2455848965354943,-3.304174629263106,3.9950245941939215
101,0.5,237.7698204809252,2.9254755479297643,-0.27442911535961395,2.938318995768161
102,0.5,239.55547757332764,2.845276752795289,-0.5747234765126126,2.90274126894769
103,0.5,241.04915779621658,2.8480676389592494,0.639225892525168,2.9189208652790697
104,0.5,242.8232719342226,3.001399683505725,0.37382823264076437,3.0245904859447643
105,0.5,244.07089849707816,2.326582512252552,3.5005882494791014,4.203225461322597
106,0.5,247.1369900748975,0.21376793227560903,-2.7815163906007125,2.7897186524898534
107,0.5,248.10199006014847,1.848494756517669,-0.23267390335007124,1.8630807846611148
108,0.5,249.5736896447072,2.2044285025293147,0.7043041807737502,2.3142059981382426
109,0.5,251.014947795016,2.4224848784534068,2.4718971517259165,3.461027089614601
110,0.5,253.06998674799948,5.431540612429044,0.7863452733907571,5.488166571219396
111,0.5,255.30625645491403,2.1764796741713592,-2.487312935816811,3.3051156428728343
112,0.5,256.38071369443446,2.8640860785429867,0.88065291642415,2.9964209691747428
113,0.5,258.6104394915314,2.0359404478556398,-1.7138845591467797,2.661287994429835
114,0.5,259.874406989678,1.743013790376308,0.15898849491430245,1.7502498150141594
115,0.5,260.8050845045969,0.18922432761609764,2.6526641578003374,2.659404628904811
116,0.5,263.57389390487015,5.248950398557784,-3.035353030006594,6.063402370228297
117,0.5,265.55785183887633,1.1626253463044411,-2.2447747079552705,2.5279855983263024
118,0.5,266.6149737815011,1.8714499997637903,0.12881237616534688,1.875877855796921
119,0.5,267.92191508282406,2.061238030075159,1.9573599309572156,2.842527065120921
120,0.5,269.9704490239976,4.145598691913174,0.22139414419343798,4.151506218407407
121,0.5,271.494055641645,4.3075764197543425,1.4662616526925027,4.550289863973523
122,0.5,273.4596091884033,5.010410275463398,-1.1999603926478137,5.152098220375142
123,0.5,275.58749264934386,0.9792983235091702,-1.9833239315225506,2.211922020275113
124,0.5,276.4520495031329,1.751075706700713,0.7286273270496818,1.8966190741213602
125,0.5,278.25074352984194,2.390509321672165,0.3118259747859757,2.410761343549531
126,0.5,279.22925092774517,0.5321357814486577,3.4069561939530852,3.448263185636106
127,0.5,282.4651147650521,-0.051786600288820664,-2.61806613821648,2.6185782699864495
128,0.5,283.2111857332339,1.9706771196692234,0.2593920058666895,1.9876751552241456
129,0.5,284.83596398090475,3.151019572700119,0.5613733566703673,3.200634998421188
130,0.5,286.6674453630029,2.9339205574428413,-0.5269357336477736,2.9808641540299403
131,0.5,287.9119205014222,2.641035151172263,1.7504471683821863,3.1684589249388595
132,0.5,289.5798549292188,4.526661229401937,2.68124692225258,5.26115452575379
133,0.5,291.8462913290674,4.006778856085304,-3.1674000056506992,5.107514033007477
134,0.5,293.5584341393563,1.8574699988581471,-1.9737626506130697,2.7103383179251286
135,0.5,294.9653696192655,1.1566157261564054,-0.462105452482933,1.2455124998195584
136,0.5,295.57325487895827,-0.031941907138887456,1.55709432124426,1.557421911584267
137,0.5,297.97927706194344,5.839593465645139,0.5574612203405004,5.866141394152457
138,0.5,299.8403260537213,4.720666989607673,-1.7616014240650073,5.038644302194731
139,0.5,301.64932546219416,2.1997978706660737,-1.9081543545211033,2.91207206512216
140,0.5,302.6967495896069,2.6247593935658076,1.1056172955512549,2.8481136701919074
141,0.5,304.8643713408573,1.7869503045379143,-1.396097413088379,2.267659449238401
142,0.5,305.7289126020368,1.4967455757562642,1.5401591093990739,2.1476353044245893
143,0.5,307.2194961281701,2.5473044669652887,4.38113085376571,5.067846446493735
144,0.5,310.1094631467019,0.4616653223203797,-3.5525455934476544,3.5824174887019415
145,0.5,311.165141530356,2.0018839537177864,-0.7510981646068609,2.1381505599532864
146,0.5,312.4278011806009,2.3145495031443133,0.760961098697828,2.4364320627173237
147,0.5,313.9852857311589,3.020839848442085,1.331459660552443,3.30125100796865
148,0.5,315.47561608947575,3.837721467076407,2.859014028106367,4.785610438780834
149,0.5,317.7348059423702,3.385183725689653,-2.5515346849988325,4.2390798654219966
150,0.5,318.8531042563166,3.808605108311195,1.182271969476631,3.987886643432118
151,0.5,321.1601343091136,1.2231518929168592,-2.3521427363595424,2.6511650279367847
152,0.5,322.14455867248296,1.9300636370367645,0.21938448023962961,1.9424920059504998
153,0.5,323.4669695575121,2.1288090603811813,1.6189060620436584,2.6744503834026747
154,0.5,324.8628660517396,2.5030717170225394,4.259321987804045,4.940363530788919
155,0.5,327.44390126190547,3.314602533825136,-4.3152037461194785,5.441284161644528
156,0.5,329.03307168048093,1.3902939398823122,-1.8162873950620533,2.2873165807851747
157,0.5,329.9532397282339,1.9247193944042031,0.8190580599905898,2.0917458862948033
158,0.5,331.4744675826634,3.1786112382891587,1.859533950500422,3.6825854935414393
159,0.5,333.64537852486984,1.6998871245168479,-1.2582259588277802,2.1148874200690315
160,0.5,334.2113548332444,0.43879832897161075,2.2728140197565603,2.3147845562622567
161,0.5,336.84185042839067,4.15611423977371,-3.5733767747983527,5.48108631100789
162,0.5,338.3399928508066,2.954809152129421,-1.82310835496447,3.4719765551410404
163,0.5,339.85821672536355,2.1084879301329145,-0.9897613737866063,2.3292378428481992
164,0.5,341.04226111104657,1.866741839760982,0.658497764123449,1.979480841450555
165,0.5,342.0548775103636,0.375475540921758,3.305980089785106,3.32723402180941
166,0.5,344.6617029402523,5.061134100758686,-3.5790532930746357,6.198766075642057
167,0.5,346.34787056600993,1.883299075490364,-2.1536621043241366,2.8609571592990917
168,0.5,347.2726775844205,2.521188540415888,1.1705454124148538,2.779670523434361
169,0.5,349.31626087069617,2.5520845023739773,-1.4830139447530057,2.951688612911142
170,0.5,350.4084193491921,2.4321876338324753,1.0865359403672163,2.6638500400505443
171,0.5,351.87864902535927,3.302416347982343,2.279362460804519,4.012660833305734
172,0.5,353.4889004887188,5.600392787652719,3.0807652583945333,6.391831815162483
173,0.5,356.0175749772649,0.39459797807566027,-3.3997739795494284,3.42259706601913
174,0.5,357.1513022520396,1.2783085256096445,-0.8802605444078476,1.5520732304525786
175,0.5,357.95268510163226,1.112568272593419,1.4586547114359145,1.8345249326121724
176,0.5,359.74375495311443,3.7116799877626856,1.7398155847916497,4.099210485037567
177,0.5,361.28936169580464,4.923112288463339,2.380143941891192,5.46828307505565
178,0.5,363.33133057897385,4.303468605729013,-2.625368877687617,5.0410716900700745
179,0.5,364.736024114089,3.6940848491496254,-0.9719330892055502,3.81980585928257
180,0.5,366.2127102883313,3.6859935352879707,-0.4287735865805285,3.7108483033847994
181,0.5,367.9935754817403,1.9536407501868833,-1.325921472942126,2.3610971884274026
182,0.5,368.96843809573437,1.7104355027284972,1.0740931116012038,2.0197191936958077
183,0.5,370.050919212106,0.29425217206393534,3.98798246473307,3.9988233869205567
184,0.5,373.06192837211285,0.23789552605748596,-3.5271264321269937,3.5351400466639316
185,0.5,373.86487391090856,2.663261658077881,-0.004930835624,2.6632662226160746
186,0.5,375.82591276673935,0.9208303059529265,-1.0898124716568716,1.4267514414712255
187,0.5,376.32409223066804,0.4705904454578954,1.4310592390649362,1.5064481116418762
188,0.5,378.4366802499655,4.567050898945839,0.31455931730027226,4.577870845454512
189,0.5,379.87297534653237,4.558891561382411,1.24164427430593,4.72495214498099
190,0.5,381.4844686171865,5.721774515532297,0.577865974022604,5.750881036026388
191,0.5,383.44352944953647,3.1227315617119653,-3.1040998289179154,4.403054411928188
192,0.5,384.95611681486366,1.5444567588160423,-1.4436201892953384,2.1140922238146715
193,0.5,385.86130084597426,1.6972505737802641,0.9873160494674955,1.9635306189956747
194,0.5,387.222890222388,2.3120295242009115,2.707479467962188,3.560326612856397
195,0.5,388.84612835423223,5.294274807248817,4.1015384337483765,6.697160835621657
196,0.5,391.45608356363806,-0.04758486948050124,-2.9220928879117554,2.922480310521858
197,0.5,392.2450833395191,1.9702263117379029,-0.14993898581893653,1.975923434481395
198,0.5,393.427743844434,2.5662183685007376,1.8327484300895196,3.1534811752769647
199,0.5,395.5828700109937,1.975980927529278,-1.6612144713269408,2.5814984303124247
200,0.5,396.3818542225922,1.7236039482145056,1.7299232756549088,2.4420166072230636
201,0.5,397.9187362096142,3.945286896241756,3.6207359169513618,5.354905907105981
202,0.5,399.9851198761949,6.090144871547641,-2.6080979541143408,6.625106753456388
203,0.5,401.8392286005332,1.339508802257011,-2.7375561256349754,3.0477036227831587
204,0.5,402.86191776388614,2.173595036152492,-0.22040618598904435,2.1847412359382496
205,0.5,404.236441800208,2.0810512301500603,0.3783930326678663,2.1151726902739325
206,0.5,405.13438745990993,0.3771723823308082,3.1434188038107913,3.16596601089531
207,0.5,407.5814603868962,5.230685741488957,-2.9147598767351717,5.9879794977305245
208,0.5,408.9472455023511,4.437644458634623,-0.9793644713836955,4.544429899234803
209,0.5,410.51386919336665,3.7240949382922266,-1.350969778284641,3.9615656565620916
210,0.5,411.9722678042788,3.0985071052252167,-0.8090728982813714,3.2023967955056056
211,0.5,413.26273607018504,3.140612577709281,0.5913228556590754,3.1957956885399508
212,0.5,415.01880975515513,1.5213657633306374,-0.5550136639923167,1.6194424821687212
213,0.5,415.4552149962946,-0.5781434243830668,1.826799642211126,1.9161019680434745
214,0.5,418.3877057895348,2.4991493007486465,-5.325589129491845,5.8828264298374595
215,0.5,419.8613648181523,0.9752008057987326,-1.8484784378527497,2.0899495560508248
216,0.5,420.6438276250418,1.7249691698483742,0.7536628291029195,1.8824256417980514
217,0.5,422.07671005882673,2.9226286613588375,1.753651955857871,3.4083798899888325
218,0.5,423.7165796274818,4.236996071428712,0.9952854604485066,4.352324534898855
219,0.5,425.06988249446135,4.7638672592336215,2.7385483805111064,5.494913875212064
220,0.5,427.2088250840746,2.69955501091972,-3.051511136664758,4.074225996943568
221,0.5,428.12791407661666,3.5547357757301126,1.3200974327438857,3.791939301622926
222,0.5,430.3287454309386,1.082130481346041,-2.425211673499942,2.6556841001780698
223,0.5,431.3013069307036,1.56748288028753,-0.1026792458467265,1.5708423242076666
224,0.5,432.1386417345886,0.5933444049904879,2.1817392122504327,2.260982877689403
225,0.5,433.88921848092724,4.954763872574159,4.540986690815309,6.720881278458045
226,0.5,436.16100643264696,3.457836976753222,-4.63590514139401,5.783446467099465
227,0.5,437.5816981676686,1.980697549198702,-2.045372785846181,2.8472289360853846
228,0.5,438.6217386562722,2.426139587244651,0.3242656740491342,2.44771352984008
229,0.5,439.91844221437066,3.0415403352053416,1.74452713604076,3.506328926250873
230,0.5,441.68319920118904,3.939948792715991,-0.34916315502963674,3.9553901701418086
231,0.5,442.90454630260945,3.614060314592086,1.7696446516454167,4.024061896965139
232,0.5,444.31933627755916,5.2724960165139585,3.4959603335343115,6.326211575485039
233,0.5,446.8606226964295,-0.27263428500279663,-2.319876858400539,2.335842051916469
234,0.5,447.4417041944933,1.842117335335711,0.4015973014622265,1.8853850189513237
235,0.5,449.1485456850233,2.320163000189305,-0.6817505895040878,2.4182514785970066
236,0.5,450.1269457803135,1.8057619576982218,1.7392516092564243,2.507144273505451
237,0.5,451.4033084453888,1.9934855595163994,4.855788141005783,5.249063073190568
238,0.5,453.9867378066779,1.6567678164275206,-4.290290059735022,4.599072558050281
239,0.5,454.9746837686168,3.098410775487077,-0.549470365118838,3.146754997739458
240,0.5,456.32842668924604,3.6809034268266623,0.2449998558075497,3.689047975693727
241,0.5,457.903893064103,3.72959872076909,-0.636391156728409,3.783503709833592
242,0.5,459.513415281106,1.6533765670110931,-0.8613332248568565,1.8642824347677849
243,0.5,460.08794442217584,0.3021019813936262,2.1030077196652557,2.124595744167255
244,0.5,462.06536727488253,7.01098995498244,2.3429813118295533,7.392126999480408
245,0.5,464.05728691054827,4.020818229704989,-4.296206815233807,5.884247805419939
246,0.5,465.6715392113711,0.9267031032951094,-2.0744377572155273,2.2720190690701023
247,0.5,466.5702869308262,1.533522038131735,0.08545094096507035,1.5359009423616896
248,0.5,467.43904621026167,0.6020721918199087,2.4075861816540423,2.4817256387953766
249,0.5,469.53600455911203,5.1988009385921705,-0.2774320861281605,5.206198206130867
250,0.5,470.77365547810166,5.100221591545807,2.264983287272959,5.580538466357513
251,0.5,472.7991746619088,3.038908287847039,-3.2193795633210676,4.427117386593083
252,0.5,473.8352323451397,3.767130993468123,0.3342737554130156,3.781932689182351
253,0.5,475.6003393693758,2.8018435427391744,-1.8630726128446522,3.3647238814977087
254,0.5,476.7690152374845,2.6465161790431773,0.068321958878837,2.647397925511452
255,0.5,478.07526376667096,2.383804458728654,0.8406461480067169,2.5276885970414043
256,0.5,478.9421815346348,-0.1277172037513457,4.022544679172488,4.024571701445131
257,0.5,481.8303393762866,0.23645488445405405,-4.510868801106398,4.517061904952959
258,0.5,482.8347827909824,2.0406114782787816,-1.270437043481035,2.4037690169257004
259,0.5,483.8514272124825,2.5384911419804426,1.00558828465194,2.7304111551453936
260,0.5,485.539148129356,3.023319949317244,-0.4518359575678919,3.0568969967093946
261,0.5,486.52871826165125,2.369229342647159,2.652334866849836,3.5564206618407264
262,0.5,488.38056709001745,5.184954380858919,-0.23703289302908495,5.1903695941585735
263,0.5,489.66176157795616,5.230087427553037,1.6546627865031376,5.485592350593204
264,0.5,491.398821593663,5.796260660117831,-2.028930624270577,6.141107157356284
265,0.5,493.3144415817853,0.4005313299856953,-1.9926998377366707,2.0325545477590174
266,0.5,493.9579978053695,1.5591370048571058,0.5956701516034731,1.669050966695173
267,0.5,495.3588288221313,2.449276588763241,1.1786793209399407,2.718131849244098
268,0.5,496.4296962157591,1.3773819871505697,4.160368049036461,4.382447197853079
269,0.5,498.58078242968656,7.366047375010654,-2.3539213765009874,7.733020094222544
270,0.5,500.3090849416905,2.4823828723792567,-3.4633483730357026,4.261103927163821
271,0.5,501.6044469651455,1.5751158098994633,-1.1807988588624712,1.968572010287192
272,0.5,502.27627032711825,1.1919060009998,1.970562659750698,2.3029887344976485
273,0.5,504.49977331342774,2.3970065575557378,-2.0392861551899886,3.147114306744319
274,0.5,505.41523174224443,2.249414814356207,1.0283142745579261,2.4733170549496406
275,0.5,506.46415270952355,1.331743311526282,4.274294412131339,4.476955770316721
276,0.5,508.8007003364678,5.191638963008146,-4.558626128867831,6.908993219349749
277,0.5,510.26422794367284,2.7147073414894054,-2.7702631345170654,3.8786587610153065
278,0.5,511.5622897003746,2.1139818373207673,-1.178538708981797,2.4203042571318525
279,0.5,512.6231445314074,2.0580673262904545,0.6339250064302201,2.1534860188359466
280,0.5,513.6689855554737,1.4321099106014936,3.100856090613204,3.415588864417967
281,0.5,515.4350571672994,6.747466504058784,2.7703236710669232,7.294038488098961
282,0.5,517.5896685724674,1.1094275193217804,-3.0214839802335436,3.218725658305848
283,0.5,518.2342231475501,2.5485293325834237,1.3950127203575122,2.905350624106732
284,0.5,520.1063104117233,3.836488337058512,-2.0443978405228354,4.347206607779347
285,0.5,521.525193449492,2.3240158674988907,-1.2157772462847019,2.6228160562590417
286,0.5,522.4566961777302,2.199379960440557,1.5082067688255714,2.666825803819735
287,0.5,523.9605308920159,3.5839064826167926,1.5902944256593186,3.9208955656107154
288,0.5,525.0773856872796,2.8205569526017586,5.386256028807267,6.0800736451734485
289,0.5,527.9036416012724,-0.9619670157803243,-1.9561351320406288,2.179872747261388
290,0.5,528.4062138522927,1.638631852735195,0.00029073484115066747,1.6386318785270613
291,0.5,529.8062263187069,2.5230199228217995,0.09699290230474611,2.5248835921787003
292,0.5,530.866917883961,2.2909043222356167,2.4928943874955185,3.385670545230957
293,0.5,532.6881830282937,4.4757262653026215,-0.32512433737473045,4.487519519364023
294,0.5,533.7796307537687,4.034466737960632,3.0383019922708807,5.050564409642541
295,0.5,535.6643140758732,5.596636339900613,-2.37002705950188,6.07777645063285
296,0.5,537.0697590831223,4.264004308165429,-1.7226580856659077,4.598835028587509
297,0.5,538.4285261762479,3.9229589094919093,-1.0658204813551568,4.065166651447157
298,0.5,540.2131663762282,0.5462892694663172,-1.0645880319243362,1.196569949334586
299,0.5,540.6313902472951,0.49663883627353234,1.0090532841534716,1.1246504630133023
300,0.5,541.8474371212013,0.11254271939248259,4.47842607715879,4.479839951634894
301,0.5,544.3238901010053,4.707901576853961,-5.194199142365415,7.01028116325541
302,0.5,545.6368332489349,3.409990482305478,-2.4479639588548268,4.197685389981738
303,0.5,547.0109120581222,2.2677224614551457,-1.3869024940733625,2.658206856182396
304,0.5,547.9316133644893,2.4011000454819365,1.4266351756691564,2.7929499374084603
305,0.5,549.4975675626614,4.16707739862173,0.7498151557158561,4.234000096108317
306,0.5,550.9700100394839,3.8903402935969615,0.10467992809880027,3.891748384380838
307,0.5,552.0495722005649,3.4458905807642912,3.2301323402263535,4.723125747847102
308,0.5,553.7649721191589,7.640201127055891,0.4167482352459316,7.651558818531471
309,0.5,555.7920205616825,0.8467871584339364,-3.6897170164082684,3.785638671725202
310,0.5,556.8994764068553,1.2482143964434678,-1.0223661271104851,1.6134657347931574
311,0.5,557.5646591720586,1.0557827374177768,1.5197425422766269,1.8504849589863732
312,0.5,559.3162370286822,3.4359530128700113,0.6086379375480923,3.4894431139758253
313,0.5,560.2408074972957,1.5371853617737257,4.496758493555969,4.752239028691546
314,0.5,562.5592076160458,4.601247566556424,-4.978634786396915,6.779253904749613
315,0.5,564.1608791107861,0.39882012272386297,-1.3511189124392995,1.4087511511408366
316,0.5,564.5060559381499,0.6756311599032434,1.2690124539314123,1.4376613205011906
317,0.5,566.698787682808,2.7185203756821634,-2.339049516370754,3.5862941420125245
318,0.5,567.7317579011769,2.686638993145909,0.2842888601489719,2.7016382503023726
319,0.5,568.9239551796294,2.7238706638429586,1.7141810657633805,3.21836730650278
320,0.5,570.0511147824636,2.2225084274878704,5.1490014091347724,5.608186803372948
321,0.5,572.4199841324528,3.176328642436154,-5.371807001258473,6.2406228938728425
322,0.5,573.6146105267582,3.1727484085410635,-2.1284979405918882,3.8205805772164734
323,0.5,575.0938860144948,1.3584744743483907,-1.3684347809252624,1.9282288886701462
324,0.5,575.8072471409288,1.3653700218346845,1.2500072892732292,1.8511492429734164
325,0.5,577.0390034720982,1.957604628854445,3.8441147053486167,4.3138652912196775
326,0.5,579.0988346720366,4.930957816444991,-2.1767486408044885,5.390044492655338
327,0.5,580.1369593623846,4.821296835959122,1.911067669345143,5.186239757015261
328,0.5,581.9465762659016,4.4633334509508735,-2.9054104560022957,5.325669480189744
329,0.5,583.2360882191673,3.6952547493551924,-1.3738142423168784,3.942368987680479
330,0.5,584.5617059034655,3.3498536220981654,-0.7424148514889329,3.431136706864874
331,0.5,585.9845632049883,2.1387098055516245,-0.6669007199927337,2.2402759211064813
332,0.5,586.7427718912502,1.0972323097298362,2.265000182985428,2.5167726497320118
333,0.5,588.1396632662479,3.1832102723942595,6.129380881113896,6.9066734122905284
334,0.5,590.6603975167653,0.4014506054735774,-4.971527927980645,4.987710148688136
335,0.5,591.7258580650481,1.632338498715715,-1.5812324939411244,2.272625172412895
336,0.5,592.5713583002256,2.1315723703045255,1.0305210477173814,2.367609427172096
337,0.5,593.974714682231,3.772445083143846,1.5987069415683544,4.097219275356766
338,0.5,595.728153697389,2.489100990263786,-1.1932386913317126,2.760333732399613
339,0.5,596.3627683283937,0.9767938512924678,2.940219266908112,3.0982278104459082
340,0.5,598.4930773461648,5.132765912302679,-2.5422317170949724,5.727846717039484
341,0.5,599.5456403643649,5.358135948412519,1.5595237507582256,5.580478041427054
342,0.5,601.6021367359326,1.0738726536384047,-3.389704749754265,3.555741943215088
343,0.5,602.5791678863874,1.9874336333788707,-0.7283309091468061,2.116685701823526
344,0.5,603.6256189035792,1.9623964087500565,0.834809510844157,2.1325821401463014
345,0.5,604.6162184937532,1.0124367730499744,3.41166161976413,3.558716514025169
